time,site,date,pac_base_W,pac_opt_W,tc_base_C,tc_opt_C,delta_W,hour_local
2024-12-09 06:00:00+02:00,WC,2024-12-09,2.0077041579831376,1.9854132551083068,13.983556399451698,13.981398275158815,-0.02229090287483082,6
2024-12-09 07:00:00+02:00,WC,2024-12-09,45.79638691770076,45.79638691770076,20.06000563445911,20.06000563445911,0.0,7
2024-12-09 08:00:00+02:00,WC,2024-12-09,129.42282144263874,129.42282144263874,31.372460765111875,31.372460765111875,0.0,8
2024-12-09 09:00:00+02:00,WC,2024-12-09,168.2316179519715,166.2420471404594,40.14997085495027,39.8363107276021,-1.9895708115120954,9
2024-12-09 10:00:00+02:00,WC,2024-12-09,183.14649974703292,181.56026237978338,44.52582059569482,44.25265659275316,-1.586237367249538,10
2024-12-09 11:00:00+02:00,WC,2024-12-09,187.96812944111772,186.49058351158956,47.773083229921724,47.49916381684115,-1.477545929528162,11
2024-12-09 12:00:00+02:00,WC,2024-12-09,190.1906548727761,188.62540401412295,49.94290600531696,49.63867151360819,-1.565250858653144,12
2024-12-09 13:00:00+02:00,WC,2024-12-09,193.39564864006658,191.77187999900022,50.81176160423222,50.49724318341914,-1.6237686410663628,13
2024-12-09 14:00:00+02:00,WC,2024-12-09,198.78995641612994,197.30629578379612,50.42754454519954,50.15470290195361,-1.483660632333823,14
2024-12-09 15:00:00+02:00,WC,2024-12-09,206.06664520276382,204.70376303940677,49.0548212569706,48.82562792481321,-1.3628821633570567,15
2024-12-09 16:00:00+02:00,WC,2024-12-09,212.8737380948261,211.56220487680767,47.453102091605146,47.24896970436086,-1.3115332180184396,16
2024-12-09 17:00:00+02:00,WC,2024-12-09,216.7534540750359,216.76540081573714,46.208660626641176,46.21048228783948,0.011946740701233693,17
2024-12-09 18:00:00+02:00,WC,2024-12-09,216.496740893395,216.496740893395,45.1451967855287,45.1451967855287,0.0,18
2024-12-09 19:00:00+02:00,WC,2024-12-09,146.58453556508266,175.8341040348426,35.067444279968086,38.490387481478734,29.249568469759936,19
2024-12-09 20:00:00+02:00,WC,2024-12-09,0.0,0.00745192275355121,19.74,19.741027606425924,0.00745192275355121,20
2024-12-09 21:00:00+02:00,WC,2024-12-09,0.0,0.0,17.88,17.88,0.0,21
2024-12-09 22:00:00+02:00,WC,2024-12-09,0.0,0.0,17.05,17.05,0.0,22
2024-12-09 23:00:00+02:00,WC,2024-12-09,0.0,0.0,16.62,16.62,0.0,23
